voyage_name,voyage_start_date,voyage_end_date,ship_name,operator_name,name,overview,day_number
Antarctica - Off the Beaten Track,6-Nov-17,18-Nov-17,Akademic Ioffe,One Ocean Expeditions ,South Shetland Is & Antarctica,"We awaken today and the magnificent snowy peaks of Antarctica are laid out before us. Over the next week, our itinerary is intentionally flexible to account for early season ice conditions and to take advantage of optimal snow conditions. Our planned exploration starts in vicinity of Mikkelson Harbour and neighboring Cierva Cove – both beautiful locations and the perfect introduction to Antarctica.",8
Antarctica - Off the Beaten Track,6-Nov-17,18-Nov-17,Akademic Ioffe,One Ocean Expeditions ,South Shetland Is & Antarctica,"We awaken today and the magnificent snowy peaks of Antarctica are laid out before us. Over the next week, our itinerary is intentionally flexible to account for early season ice conditions and to take advantage of optimal snow conditions. Our planned exploration starts in vicinity of Mikkelson Harbour and neighboring Cierva Cove – both beautiful locations and the perfect introduction to Antarctica.",9
Antarctica - Off the Beaten Track,6-Nov-17,18-Nov-17,Akademic Ioffe,One Ocean Expeditions ,South Shetland Is & Antarctica,"We awaken today and the magnificent snowy peaks of Antarctica are laid out before us. Over the next week, our itinerary is intentionally flexible to account for early season ice conditions and to take advantage of optimal snow conditions. Our planned exploration starts in vicinity of Mikkelson Harbour and neighboring Cierva Cove – both beautiful locations and the perfect introduction to Antarctica.",10
Antarctica - Off the Beaten Track,6-Nov-17,18-Nov-17,Akademic Ioffe,One Ocean Expeditions ,Drake Passage,"As we make our way back to Ushuaia we enjoy an entertaining and memorable voyage recap by our Expedition Leader. If weather conditions allow, we hope to make a rounding of Cape Horn. Approaching the entrance to the Beagle Channel we enjoy a special dinner attended by the Captain of the ship.",11
Antarctica - Off the Beaten Track,6-Nov-17,18-Nov-17,Akademic Ioffe,One Ocean Expeditions ,Drake Passage,"As we make our way back to Ushuaia we enjoy an entertaining and memorable voyage recap by our Expedition Leader. If weather conditions allow, we hope to make a rounding of Cape Horn. Approaching the entrance to the Beagle Channel we enjoy a special dinner attended by the Captain of the ship.",12
Antarctica - Off the Beaten Track,6-Nov-17,18-Nov-17,Akademic Ioffe,One Ocean Expeditions ,Ushuaia; Disembarkation,"In the early morning, we arrive into Ushuaia. Guests will be transported to their hotels or to the airport for return flights home. *Note: on a 20-day voyage, you will spend an additional day along South Georgia.",13
Christmas in Antarctica,18-Dec-17,28-Dec-17,Akademic Ioffe,One Ocean Expeditions ,Ushuaia; Embarkation Day,"Arrive in Ushuaia, Argentina, the world’s most southerly city, where you board your expedition ship. In the early evening we set sail along the Beagle Channel and push out into the Drake Passage, towards Antarctica.

This exciting new tour of Antarctica will likely be the most remarkable white Christmas you ever experience.",1
Christmas in Antarctica,18-Dec-17,28-Dec-17,Akademic Ioffe,One Ocean Expeditions ,Drake Passage,"Giant petrels, albatross and smaller Cape petrels are also constant companions as we transit towards Antarctica. Join the ship’s Captain on the bridge and learn about the operations of our modern research vessel. Throughout the day our onboard experts educate us with a series of presentations about the environment, wildlife and history.",2
Christmas in Antarctica,18-Dec-17,28-Dec-17,Akademic Ioffe,One Ocean Expeditions ,Drake Passage,"Giant petrels, albatross and smaller Cape petrels are also constant companions as we transit towards Antarctica. Join the ship’s Captain on the bridge and learn about the operations of our modern research vessel. Throughout the day our onboard experts educate us with a series of presentations about the environment, wildlife and history.",3
Christmas in Antarctica,18-Dec-17,28-Dec-17,Akademic Ioffe,One Ocean Expeditions ,South Shetland Is & Antarctica,"Take a deep breath – you have arrived. Welcome to Antarctica! This morning the magnificent snowy peaks are laid out before us. It’s a a truly awesome sight. The waterways of the Antarctic Peninsula are home to deep bays, pristine coves and inlets and numerous small islands. The Gerlache coastline features heavily glaciated mountains permanently covered in ice and snow. Rocky outcrops are home to gentoo, adelie and chinstrap penguin rookeries and the waters are rich in marine life. 

We frequently encounter seals, including the powerful leopard seal. Curious humpback whales and the smaller minke whales are present much of the time as they feed on the vast schools of krill. Sightings of orca are not uncommon. 

Every day we plan an exciting range of activities including guided hikes on shore and visits to wildlife colonies with our expert naturalist guides. The historic huts and science stations located along the peninsula provide a fascinating glimpse into the past and potential future. Zodiac cruising among the ice searching for seals and whales is amemorable activity. Meanwhile, the sea kayakers may range several miles from the ship. Our resident photography guide will be on hand to help you with your camera setting and image composition. 

Somewhere along this stretch of coastline we plan a night on shore, camping in Antarctica. We have all the right gear and equipment and an expert team to make it happen - all you need is an adventurous spirit!",4
Christmas in Antarctica,18-Dec-17,28-Dec-17,Akademic Ioffe,One Ocean Expeditions ,South Shetland Is & Antarctica,"Take a deep breath – you have arrived. Welcome to Antarctica! This morning the magnificent snowy peaks are laid out before us. It’s a a truly awesome sight. The waterways of the Antarctic Peninsula are home to deep bays, pristine coves and inlets and numerous small islands. The Gerlache coastline features heavily glaciated mountains permanently covered in ice and snow. Rocky outcrops are home to gentoo, adelie and chinstrap penguin rookeries and the waters are rich in marine life. 

We frequently encounter seals, including the powerful leopard seal. Curious humpback whales and the smaller minke whales are present much of the time as they feed on the vast schools of krill. Sightings of orca are not uncommon. 

Every day we plan an exciting range of activities including guided hikes on shore and visits to wildlife colonies with our expert naturalist guides. The historic huts and science stations located along the peninsula provide a fascinating glimpse into the past and potential future. Zodiac cruising among the ice searching for seals and whales is amemorable activity. Meanwhile, the sea kayakers may range several miles from the ship. Our resident photography guide will be on hand to help you with your camera setting and image composition. 

Somewhere along this stretch of coastline we plan a night on shore, camping in Antarctica. We have all the right gear and equipment and an expert team to make it happen - all you need is an adventurous spirit!",5
Christmas in Antarctica,18-Dec-17,28-Dec-17,Akademic Ioffe,One Ocean Expeditions ,South Shetland Is & Antarctica,"Take a deep breath – you have arrived. Welcome to Antarctica! This morning the magnificent snowy peaks are laid out before us. It’s a a truly awesome sight. The waterways of the Antarctic Peninsula are home to deep bays, pristine coves and inlets and numerous small islands. The Gerlache coastline features heavily glaciated mountains permanently covered in ice and snow. Rocky outcrops are home to gentoo, adelie and chinstrap penguin rookeries and the waters are rich in marine life. 

We frequently encounter seals, including the powerful leopard seal. Curious humpback whales and the smaller minke whales are present much of the time as they feed on the vast schools of krill. Sightings of orca are not uncommon. 

Every day we plan an exciting range of activities including guided hikes on shore and visits to wildlife colonies with our expert naturalist guides. The historic huts and science stations located along the peninsula provide a fascinating glimpse into the past and potential future. Zodiac cruising among the ice searching for seals and whales is amemorable activity. Meanwhile, the sea kayakers may range several miles from the ship. Our resident photography guide will be on hand to help you with your camera setting and image composition. 

Somewhere along this stretch of coastline we plan a night on shore, camping in Antarctica. We have all the right gear and equipment and an expert team to make it happen - all you need is an adventurous spirit!",6
